,event_id,source_origin_time,source_latitude_deg,source_longitude_deg,source_type,source_depth_km,preferred_source_magnitude,preferred_source_magnitude_type,preferred_source_magnitude_uncertainty,source_depth_uncertainty_km,source_horizontal_uncertainty_km,station_network_code,station_channel_code,station_code,station_location_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_name,trace_sampling_rate_hz,trace_start_time,trace_S_arrival_sample,trace_P_arrival_sample,trace_S_arrival_uncertainty_s,trace_P_arrival_uncertainty_s,trace_P_polarity,trace_S_onset,trace_P_onset,trace_snr_db,year,source_type_pnsn_label,source_local_magnitude,source_local_magnitude_uncertainty,source_duration_magnitude,source_duration_magnitude_uncertainty,source_hand_magnitude
809,uw61778406,2021-09-10T19:46:55.320000Z,45.045,-122.269,explosion,-0.75,0.68,ml,0.104,31.61,0.55,CC,BH,HIYU,--,45.4352,-121.807,1418.0,"bucket2$309,:3,:15001",100,2021-09-10T19:46:05.320000Z,6908.0,6084.0,0.06,0.06,undecidable,impulsive,impulsive,2.32|-4.821|5.577,2021.0,px,0.68,0.10436917676,1.08,0.204631693317,
810,uw61708561,2021-01-11T23:56:32.600000Z,42.572,-122.846,explosion,-1.1,1.79,ml,0.124,31.61,0.63,UO,HH,SALT,--,42.4934,-122.588,1179.4,"bucket2$310,:3,:15001",100,2021-01-11T23:55:42.600000Z,5902.0,5470.0,0.15,0.06,positive,emergent,impulsive,5.672|12.52|22.924,2021.0,px,1.79,0.123719623856,1.42,0.0245064386506,
811,uw60555671,2013-07-18T21:30:53.060000Z,44.749,-121.207,explosion,-1.317,1.48,ml,0.122,31.61,0.59,TA,BH,G05D,--,45.2422,-121.317,592.0,"bucket2$311,:3,:15001",100,2013-07-18T21:30:03.060000Z,6764.0,6084.0,0.15,0.15,undecidable,emergent,emergent,0.072|5.325|5.139,2013.0,px,1.48,0.122,1.1,0.112,
812,uw61503032,2018-11-08T00:13:52.200000Z,44.3,-120.918,explosion,-1.4,1.98,ml,0.082,31.61,0.68,CC,BH,TMBU,--,43.6019,-121.145,1743.0,"bucket2$312,:3,:15001",100,2018-11-08T00:13:02.200000Z,7623.0,6456.0,0.3,0.15,undecidable,emergent,emergent,4.287|10.58|6.75,2018.0,px,1.98,0.081795848471,1.94,0.328148403128,
813,uw61897381,2022-12-05T20:42:09.350000Z,46.6721666667,-117.143666667,explosion,-0.72,2.19,ml,0.182,31.61,3.88,UW,HH,DATON,--,46.2637,-117.926,815.1,"bucket2$313,:3,:15001",100,2022-12-05T20:41:19.350000Z,7412.0,6431.0,0.15,0.15,undecidable,emergent,emergent,5.419|8.014|4.191,2022.0,px,2.19,0.181527307317,2.29,0.219406619794,
814,uw61667162,2020-09-02T18:53:48.520000Z,46.996,-122.21,explosion,-0.56,1.46,ml,0.117171520737,31.61,0.74,CC,BH,PR01,--,46.9101,-122.038,648.0,"bucket2$314,:3,:15001",100,2020-09-02T18:52:58.520000Z,5560.0,5290.0,0.06,0.06,positive,impulsive,impulsive,28.579|26.7|25.043,2020.0,px,1.46,0.117171520737,1.52,0.453725036556,
815,uw61803926,2021-12-07T19:46:20.420000Z,48.436,-122.106,explosion,-0.7,1.15,ml,0.277,31.61,0.36,UW,HH,RPW2,--,48.4449,-121.526,683.0,"bucket2$315,:3,:15001",100,2021-12-07T19:45:30.420000Z,6355.0,5745.0,0.3,0.3,undecidable,emergent,emergent,-3.739|-4.992|1.406,2021.0,px,1.15,0.277212262289,0.87,0.103046706357,
816,uw10816818,2011-05-19T23:00:34.470000Z,47.0,-123.018,explosion,-0.402,1.8,md,0.04,0.17,0.125,TA,BH,D03D,--,47.5347,-123.089,262.0,"bucket2$316,:3,:15001",100,2011-05-19T22:59:44.470000Z,6881.0,5976.0,0.08,0.03,positive,,,3.272|9.601|5.022,2011.0,ex,,,1.8,0.04,
817,uw61692827,2020-11-25T20:47:50.830000Z,44.06,-122.833,explosion,-0.65,1.54,ml,0.123,31.61,0.67,UO,HH,NATH,--,43.7941,-122.411,729.0,"bucket2$317,:3,:15001",100,2020-11-25T20:47:00.830000Z,6534.0,5890.0,0.15,0.15,undecidable,emergent,emergent,5.035|-1.061|4.574,2020.0,px,1.54,0.122736322184,1.3,0.178026445343,
818,uw61104887,2016-01-26T22:35:53.790000Z,49.413,-120.511,explosion,-0.53,1.89,ml,0.105,31.61,1.79,CN,BH,PNT,--,49.3224,-119.625,531.0,"bucket2$318,:3,:15001",100,2016-01-26T22:35:03.790000Z,6969.0,6129.0,0.06,0.06,undecidable,impulsive,impulsive,5.235|1.001|-0.441,2016.0,px,1.89,0.105,2.4,0.128,
819,uw60442741,2012-07-19T20:42:17.850000Z,46.395,-123.472,explosion,-0.3,1.59,ml,0.25,31.61,1.35,UW,BH,RADR,--,46.4218,-123.799,591.4,"bucket2$319,:3,:15001",100,2012-07-19T20:41:27.850000Z,5909.0,5404.0,0.06,0.06,positive,impulsive,impulsive,12.05|9.929|11.245,2012.0,px,1.59,0.25,1.98,0.105,
820,uw61730496,2021-05-06T18:20:01.890000Z,44.543,-122.58,explosion,-0.72,1.57,ml,0.242,31.61,1.0,UW,HH,BLOW,--,44.6837,-122.186,657.3,"bucket2$320,:3,:15001",100,2021-05-06T18:19:11.890000Z,6234.0,5723.0,0.15,0.15,undecidable,emergent,emergent,4.487|7.613|5.799,2021.0,px,1.57,0.242159548666,0.93,0.122709040612,
821,uw61510746,2019-02-05T20:26:34.220000Z,47.171,-121.795,explosion,-1.55,1.64,ml,0.094,31.61,1.99,UW,HH,RCM,--,46.8356,-121.733,3085.0,"bucket2$321,:3,:15001",100,2019-02-05T20:25:44.220000Z,6197.0,5636.0,0.06,0.15,undecidable,impulsive,emergent,1.551|8.658|-0.522,2019.0,px,1.64,0.0944866090096,1.71,0.309330629576,
822,uw60577207,2013-08-22T21:39:20.330000Z,48.837,-125.559,explosion,27.023,0.07,md,,2.62,1.82,CN,BH,OZB,--,48.9612,-125.498,626.0,"bucket2$322,:3,:15001",100,2013-08-22T21:38:30.330000Z,5544.0,5342.0,0.15,0.06,positive,emergent,impulsive,5.993|2.252|4.497,2013.0,px,,,0.07,0.0,1.5
823,uw61372077,2018-05-09T16:54:19.100000Z,46.278,-118.021,explosion,-0.59,1.77,ml,0.089,31.61,0.96,UW,HH,UMAT,--,45.2904,-118.96,1327.8,"bucket2$323,:3,:15001",100,2018-05-09T16:53:29.100000Z,9099.0,7301.0,0.15,0.15,undecidable,emergent,emergent,2.598|5.295|0.535,2018.0,px,1.77,0.089,2.07,0.066,
824,uw60893812,2014-10-15T21:15:20.430000Z,49.422,-120.525,explosion,-0.54,2.16,md,0.174,31.61,4.19,CN,BH,PNT,--,49.3224,-119.625,531.0,"bucket2$324,:3,:15001",100,2014-10-15T21:14:30.430000Z,6994.0,6165.0,0.15,0.15,undecidable,emergent,emergent,7.196|6.083|0.686,2014.0,px,,,2.16,0.174,
825,uw10829673,2011-09-20T18:44:05.540000Z,43.592,-123.403,explosion,-0.301,1.36,ml,0.105,0.01,0.014,TA,BH,I03D,--,43.6972,-123.349,140.0,"bucket2$325,:3,:15001",100,2011-09-20T18:43:15.540000Z,5614.0,5336.0,0.05,0.03,positive,,,9.858|14.29|10.164,2011.0,px,1.36,0.105,1.2,0.03,
826,uw61189656,2016-08-02T17:00:18.750000Z,49.456,-120.509,explosion,-0.53,2.33,ml,0.095,31.61,4.06,CN,BH,PNT,--,49.3224,-119.625,531.0,"bucket2$326,:3,:15001",100,2016-08-02T16:59:28.750000Z,7000.0,6187.0,0.06,0.06,positive,impulsive,impulsive,20.349|25.562|15.726,2016.0,px,2.33,0.095,2.37,0.127,
827,uw60539647,2013-06-11T18:03:45.420000Z,44.381,-121.017,explosion,-1.611,1.53,ml,0.146,31.61,0.47,TA,BH,I05D,--,44.3386,-121.34,811.0,"bucket2$327,:3,:15001",100,2013-06-11T18:02:55.420000Z,6030.0,5566.0,0.15,0.06,negative,emergent,impulsive,5.967|7.624|6.445,2013.0,px,1.53,0.146,1.55,0.218,
828,uw61504437,2018-11-16T17:23:10.270000Z,44.597,-122.656,explosion,-0.66,1.51,ml,0.26,31.61,0.76,UO,HH,WLOO,--,44.5234,-122.738,284.0,"bucket2$328,:3,:15001",100,2018-11-16T17:22:20.270000Z,5520.0,5275.0,0.15,0.06,positive,emergent,impulsive,29.707|13.806|16.918,2018.0,px,1.51,0.26049880502,1.04,0.116290899668,
829,uw60688936,2014-02-05T22:21:02.670000Z,49.371,-120.46,explosion,-0.54,2.3,md,0.141,31.61,1.11,CN,BH,PNT,--,49.3224,-119.625,531.0,"bucket2$329,:3,:15001",100,2014-02-05T22:20:12.670000Z,6859.0,6053.0,0.15,0.06,undecidable,emergent,impulsive,13.156|11.991|-1.473,2014.0,px,,,2.3,0.141,
830,uw61749336,2021-07-02T03:34:28.970000Z,44.522,-117.411,explosion,-1.13,1.92,ml,0.041,31.61,2.82,UW,HH,IRON,--,43.358,-118.474,1226.5,"bucket2$330,:3,:15001",100,2021-07-02T03:33:38.970000Z,9637.0,7655.0,0.15,0.3,undecidable,emergent,emergent,5.23|3.771|1.078,2021.0,px,1.92,0.0411872077885,2.27,0.0625353746531,
831,uw61814487,2022-03-18T21:50:15.760000Z,46.716,-123.485,explosion,-0.25,1.86,ml,0.149,31.61,0.58,UW,HH,WHGC,--,46.656,-123.73,5.4,"bucket2$331,:3,:15001",100,2022-03-18T21:49:25.760000Z,5705.0,5354.0,0.15,0.06,positive,emergent,impulsive,14.792|16.378|16.303,2022.0,px,1.86,0.148946745524,2.71,0.260858330604,
832,uw60513022,2013-03-29T21:29:25.710000Z,49.443,-120.499,explosion,-0.54,2.5,md,0.15,31.61,2.09,CN,BH,PNT,--,49.3224,-119.625,531.0,"bucket2$332,:3,:15001",100,2013-03-29T21:28:35.710000Z,6984.0,6089.0,0.06,0.06,positive,impulsive,impulsive,15.201|13.91|13.502,2013.0,px,,,2.5,0.15,
833,uw61103046,2015-11-08T22:18:14.820000Z,49.487,-120.5,explosion,-0.39,1.97,ml,0.188,6.97,4.24,UW,HH,MRBL,--,48.5183,-121.484,75.0,"bucket2$333,:3,:15001",100,2015-11-08T22:17:24.820000Z,8852.0,7067.0,0.15,0.15,undecidable,emergent,emergent,6.817|0.66|0.477,2015.0,px,1.97,0.188,2.27,0.209,
834,uw61536632,2019-07-17T18:48:04.250000Z,46.489,-122.026,explosion,-1.37,1.33,ml,0.113,31.61,1.06,CC,BH,PANH,--,46.859,-121.643,2086.0,"bucket2$334,:3,:15001",100,2019-07-17T18:47:14.250000Z,6605.0,5891.0,0.15,0.06,undecidable,emergent,impulsive,19.453|22.985|8.045,2019.0,px,1.33,0.113308702798,1.3,0.506940842694,
835,uw61855962,2022-07-22T17:43:26.120000Z,47.151,-121.806,explosion,-0.77,1.36,ml,0.136,31.61,0.46,CC,BH,SIFT,--,46.8668,-121.953,732.0,"bucket2$335,:3,:15001",100,2022-07-22T17:42:36.120000Z,6044.0,5570.0,0.15,0.06,positive,emergent,impulsive,8.739|6.441|14.067,2022.0,px,1.36,0.135664484918,1.39,0.467759069911,
836,uw60413712,2012-06-13T21:25:42.200000Z,49.383,-120.517,explosion,-0.54,2.32,md,0.116,31.61,1.7,UW,BH,DAVN,--,47.8006,-118.274,482.6,"bucket2$336,:3,:15001",100,2012-06-13T21:24:52.200000Z,11787.0,8847.0,0.15,0.15,undecidable,emergent,emergent,9.939|5.492|15.084,2012.0,px,,,2.32,0.116,
837,uw60645777,2013-12-08T22:17:17.570000Z,49.496,-120.471,explosion,-0.394,2.38,md,0.059,31.61,3.14,UW,BH,MRBL,--,48.5183,-121.484,75.0,"bucket2$337,:3,:15001",100,2013-12-08T22:16:27.570000Z,8823.0,7078.0,0.15,0.15,undecidable,emergent,emergent,13.012|13.166|10.536,2013.0,px,,,2.38,0.059,
838,uw61569417,2020-01-27T22:05:01.540000Z,46.966,-122.26,explosion,-0.78,0.48,md,0.194,31.61,0.77,CC,BH,CARB,--,46.9883,-122.005,872.5,"bucket2$338,:3,:15001",100,2020-01-27T22:04:11.540000Z,5634.0,5342.0,0.06,0.03,positive,impulsive,impulsive,15.102|0.008|0.249,2020.0,px,,,0.48,0.193692781087,
839,uw61718702,2021-04-29T02:59:19.740000Z,43.621,-121.455,explosion,-1.64,1.97,ml,0.166,31.61,0.53,UO,HH,TOOM,--,43.2849,-121.235,1541.0,"bucket2$339,:3,:15001",100,2021-04-29T02:58:29.740000Z,6505.0,5805.0,0.15,0.06,positive,emergent,impulsive,9.508|10.822|0.866,2021.0,px,1.97,0.165891406737,1.57,0.0725653305927,
840,uw60513022,2013-03-29T21:29:25.710000Z,49.443,-120.499,explosion,-0.54,2.5,md,0.15,31.61,2.09,UW,BH,OMAK,--,48.3584,-119.333,687.1,"bucket2$340,:3,:15001",100,2013-03-29T21:28:35.710000Z,9321.0,7441.0,0.15,0.15,undecidable,emergent,emergent,13.729|8.434|15.994,2013.0,px,,,2.5,0.15,
841,uw10831238,2011-09-29T22:42:55.170000Z,49.384,-120.508,explosion,9.85,1.8,md,0.05,0.0,2.329,CN,BH,PNT,--,49.3224,-119.625,531.0,"bucket2$341,:3,:15001",100,2011-09-29T22:42:05.170000Z,6888.0,6063.0,0.05,0.03,undecidable,,,4.763|4.556|0.546,2011.0,px,,,1.8,0.05,
842,uw61115336,2015-12-31T22:17:49.700000Z,49.353,-120.508,explosion,-0.53,2.19,ml,0.152,31.61,0.91,CN,BH,PNT,--,49.3224,-119.625,531.0,"bucket2$342,:3,:15001",100,2015-12-31T22:16:59.700000Z,6959.0,6100.0,0.15,0.03,positive,emergent,impulsive,8.895|7.056|6.475,2015.0,px,2.19,0.152,2.31,0.145,
843,uw61835587,2022-05-25T22:28:55.870000Z,44.177,-122.262,explosion,-1.49,1.19,ml,0.02,31.61,0.61,UO,HH,RSBO,--,44.0434,-122.267,1235.0,"bucket2$343,:3,:15001",100,2022-05-25T22:28:05.870000Z,5653.0,5376.0,0.15,0.15,undecidable,emergent,emergent,13.708|4.295|15.677,2022.0,px,1.19,0.0195666958391,0.88,0.0651230545681,
844,uw60985162,2015-04-09T20:43:59.600000Z,44.596,-123.479,explosion,-0.669,1.19,ml,0.038,31.61,3.25,UW,BH,BABR,--,44.6213,-123.789,438.7,"bucket2$344,:3,:15001",100,2015-04-09T20:43:09.600000Z,6046.0,5508.0,0.06,0.06,undecidable,impulsive,impulsive,5.496|4.255|4.08,2015.0,px,1.19,0.038,0.93,0.484,
845,uw10740518,2008-03-24T20:23:42.400000Z,43.642,-123.359,explosion,-0.433,1.7,md,0.06,0.02,0.0,UO,BH,DBO,--,43.1187,-123.244,957.0,"bucket2$345,:3,:15001",100,2008-03-24T20:22:52.400000Z,7003.0,6117.0,0.06,0.04,undecidable,,,3.202|2.987|1.056,2008.0,px,,,1.7,0.06,
846,uw61167532,2016-07-17T21:19:53.580000Z,49.374,-120.495,explosion,-0.53,2.24,ml,0.177,31.61,2.18,CN,BH,PNT,--,49.3224,-119.625,531.0,"bucket2$346,:3,:15001",100,2016-07-17T21:19:03.580000Z,6919.0,6107.0,0.06,0.03,positive,impulsive,impulsive,22.508|23.567|19.416,2016.0,px,2.24,0.177,2.36,0.119,
847,uw61559941,2019-11-13T18:13:02.220000Z,46.023,-122.811,explosion,-0.62,1.23,ml,0.22,31.61,1.79,UO,HH,RAIN,--,46.0829,-123.011,236.5,"bucket2$347,:3,:15001",100,2019-11-13T18:12:12.220000Z,5586.0,5272.0,0.06,0.3,undecidable,impulsive,emergent,9.795|9.347|14.096,2019.0,px,1.23,0.219520052166,1.22,0.0523859504451,
848,uw61519787,2019-04-25T21:12:53.380000Z,49.404,-120.528,explosion,-0.23,2.04,ml,0.038,31.61,4.23,UW,BH,SHUK,--,48.8528,-121.677,1516.0,"bucket2$348,:3,:15001",100,2019-04-25T21:12:03.380000Z,8152.0,6642.0,0.15,0.15,undecidable,emergent,emergent,-4.047|8.616|2.875,2019.0,px,2.04,0.0382653172743,2.4,0.0671621411515,
849,uw60537906,2013-06-09T15:34:22.860000Z,43.156,-122.256,explosion,-1.585,2.81,ml,0.162,31.61,0.36,TA,BH,K04D,--,42.6246,-121.754,1315.0,"bucket2$349,:3,:15001",100,2013-06-09T15:33:32.860000Z,7298.0,6304.0,0.06,0.06,negative,impulsive,impulsive,13.195|12.148|12.016,2013.0,px,2.81,0.162,2.83,0.269,
850,uw61393702,2018-07-05T18:57:34.240000Z,45.136,-122.484,explosion,-0.74,1.48,ml,0.14,31.61,0.82,UW,HH,BLOW,--,44.6837,-122.186,657.3,"bucket2$350,:3,:15001",100,2018-07-05T18:56:44.240000Z,6800.0,6050.0,0.3,0.03,positive,emergent,impulsive,8.289|12.306|6.564,2018.0,px,1.48,0.14,1.5,0.235,
851,uw61503932,2018-11-12T20:50:25.340000Z,44.49,-122.245,explosion,4.26,0.49,md,0.224,31.61,0.65,UO,HH,MARQ,--,45.0659,-122.669,159.0,"bucket2$351,:3,:15001",100,2018-11-12T20:49:35.340000Z,7234.0,6270.0,0.3,0.15,undecidable,emergent,emergent,-1.941|-7.629|-6.981,2018.0,px,,,0.49,0.224063846304,
852,uw60389756,2012-01-26T00:38:19.460000Z,43.316,-123.339,explosion,-0.5,1.46,ml,0.249,31.61,0.57,UO,BH,DBO,--,43.1187,-123.244,957.0,"bucket2$352,:3,:15001",100,2012-01-26T00:37:29.460000Z,5914.0,5529.0,0.15,0.06,negative,emergent,impulsive,0.008|-1.647|4.751,2012.0,px,1.46,0.249,0.9,0.297,
853,uw61304697,2017-09-07T21:10:20.170000Z,49.48,-120.593,explosion,-1.5,2.21,ml,0.096,31.61,6.67,UW,HH,MRBL,--,48.5183,-121.484,75.0,"bucket2$353,:3,:15001",100,2017-09-07T21:09:30.170000Z,8773.0,7038.0,0.06,0.06,positive,impulsive,impulsive,15.123|12.395|11.956,2017.0,px,2.21,0.096,2.29,0.125,
854,uw61396461,2018-06-05T17:04:36.770000Z,43.877,-123.796,explosion,-0.31,1.55,ml,0.144,31.61,3.06,UO,HH,BEER,--,44.1077,-123.847,117.0,"bucket2$354,:3,:15001",100,2018-06-05T17:03:46.770000Z,6051.0,5528.0,0.15,0.15,undecidable,emergent,emergent,6.678|5.141|4.4,2018.0,px,1.55,0.144,1.5,0.273,
855,uw60403426,2012-03-16T19:12:22.500000Z,47.153,-121.82,explosion,-0.794,1.38,ml,0.067,31.61,1.17,UW,BH,LON,--,46.7506,-121.81,853.0,"bucket2$355,:3,:15001",100,2012-03-16T19:11:32.500000Z,6357.0,5729.0,0.06,0.06,undecidable,impulsive,impulsive,-1.171|3.301|2.285,2012.0,px,1.38,0.067,0.96,0.437,
856,uw61898481,2022-12-14T18:34:04.480000Z,47.8806666667,-122.721333333,explosion,-0.06,1.69,ml,0.231,1.41,0.75,UW,HH,HANS,--,47.9074,-122.569,77.5,"bucket2$356,:3,:15001",100,2022-12-14T18:33:14.480000Z,5480.0,5185.0,0.06,0.03,positive,impulsive,impulsive,5.505|0.292|2.708,2022.0,px,1.69,0.230891819155,1.48,0.549570552552,
857,uw61707426,2020-12-29T21:50:17.760000Z,42.377,-123.003,explosion,-0.74,1.61,ml,0.143,31.61,0.62,CC,BH,WIZ,--,42.9342,-122.149,1884.0,"bucket2$357,:3,:15001",100,2020-12-29T21:49:27.760000Z,7867.0,6675.0,0.06,0.06,negative,impulsive,impulsive,2.118|1.806|-2.752,2020.0,px,1.61,0.142599047563,1.17,0.0213087572286,
858,uw60550481,2013-07-09T16:27:04.750000Z,44.307,-123.043,explosion,-0.342,1.4,ml,0.089,31.61,0.57,TA,BH,H04D,--,44.5234,-122.738,284.0,"bucket2$358,:3,:15001",100,2013-07-09T16:26:14.750000Z,6295.0,5695.0,0.15,0.06,positive,emergent,impulsive,6.607|4.411|10.903,2013.0,px,1.4,0.089,1.49,0.087,
859,uw61857532,2022-07-27T21:53:11.050000Z,45.927,-119.293,explosion,-0.31,1.48,ml,0.224,31.61,0.61,US,BH,HAWA,00,46.3925,-119.533,364.0,"bucket2$359,:3,:15001",100,2022-07-27T21:52:21.050000Z,6937.0,6068.0,0.15,0.06,negative,emergent,impulsive,3.373|11.275|0.775,2022.0,px,1.48,0.224020432671,1.51,0.341681595637,
860,uw61046702,2015-07-28T21:17:35.130000Z,49.423,-120.513,explosion,9.81,2.05,ml,0.14,10.17,3.12,CN,BH,PNT,--,49.3224,-119.625,531.0,"bucket2$360,:3,:15001",100,2015-07-28T21:16:45.130000Z,6877.0,6067.0,0.06,0.03,positive,impulsive,impulsive,20.189|21.962|16.341,2015.0,px,2.05,0.14,2.32,0.22,
861,uw60734147,2014-04-07T21:17:22.760000Z,49.388,-120.476,explosion,-0.54,2.35,md,0.114,31.61,1.15,CN,BH,PNT,--,49.3224,-119.625,531.0,"bucket2$361,:3,:15001",100,2014-04-07T21:16:32.760000Z,6884.0,6069.0,0.06,0.06,undecidable,impulsive,impulsive,8.287|8.388|2.87,2014.0,px,,,2.35,0.114,
862,uw60493962,2013-01-17T22:24:25.980000Z,49.452,-120.504,explosion,-0.54,2.32,md,0.187,31.61,1.85,UW,BH,OMAK,--,48.3584,-119.333,687.1,"bucket2$362,:3,:15001",100,2013-01-17T22:23:35.980000Z,9274.0,7464.0,0.15,0.15,undecidable,emergent,emergent,12.178|3.688|4.391,2013.0,px,,,2.32,0.187,
863,uw60491181,2012-12-04T22:12:06.390000Z,49.443,-120.484,explosion,-0.54,2.17,md,0.104,31.61,5.35,CN,BH,PNT,--,49.3224,-119.625,531.0,"bucket2$363,:3,:15001",100,2012-12-04T22:11:16.390000Z,6936.0,6126.0,0.06,0.06,negative,impulsive,impulsive,1.24|1.85|-6.473,2012.0,px,,,2.17,0.104,
864,uw61390411,2018-05-18T23:53:51.580000Z,47.368,-117.879,explosion,-0.46,2.26,ml,0.132,31.61,0.62,UW,BH,DAVN,--,47.8006,-118.274,482.6,"bucket2$364,:3,:15001",100,2018-05-18T23:53:01.580000Z,6665.0,5946.0,0.3,0.3,undecidable,emergent,emergent,17.716|15.179|9.822,2018.0,px,2.26,0.132,2.34,0.205,
865,uw61517182,2019-04-11T23:27:12.770000Z,47.505,-120.292,explosion,-1.18,1.28,ml,0.186,31.61,0.38,UW,BH,LTY,--,47.2545,-120.666,807.0,"bucket2$365,:3,:15001",100,2019-04-11T23:26:22.770000Z,6184.0,5658.0,0.15,0.03,positive,emergent,impulsive,1.54|3.254|-1.19,2019.0,px,1.28,0.186104720576,1.29,0.146479935313,
866,uw10711218,2007-05-04T18:20:14.690000Z,45.7,-121.192,explosion,23.583,1.2,md,0.09,1.27,1.79,TA,BH,F06A,--,45.7664,-120.782,577.0,"bucket2$366,:3,:15001",100,2007-05-04T18:19:24.690000Z,6149.0,5626.0,0.08,0.13,undecidable,,,-3.366|3.558|-0.306,2007.0,px,,,1.2,0.09,
867,uw61848291,2022-06-05T21:11:10.670000Z,49.454,-120.501,explosion,-0.51,2.36,ml,0.309,31.61,1.15,CN,HH,PNT,--,49.3224,-119.625,531.0,"bucket2$367,:3,:15001",100,2022-06-05T21:10:20.670000Z,6959.0,6122.0,0.15,0.15,undecidable,emergent,emergent,14.955|13.711|8.492,2022.0,px,2.36,0.308934558878,2.22,0.285769709756,
868,uw61865532,2022-08-23T20:12:11.270000Z,44.55,-122.83,explosion,-0.52,1.71,ml,0.12,31.61,0.64,UO,HH,BUCK,--,44.1973,-122.986,964.0,"bucket2$368,:3,:15001",100,2022-08-23T20:11:21.270000Z,6490.0,5842.0,0.15,0.15,undecidable,emergent,emergent,9.387|1.307|3.082,2022.0,px,1.71,0.120279032224,1.07,0.0910215537837,
869,uw60451002,2012-09-12T21:32:02.270000Z,48.092,-121.954,explosion,-0.623,1.63,ml,0.062,31.61,0.59,TA,BH,B05D,--,48.2641,-122.096,153.0,"bucket2$369,:3,:15001",100,2012-09-12T21:31:12.270000Z,5713.0,5363.0,0.06,0.06,positive,impulsive,impulsive,12.854|17.525|7.653,2012.0,px,1.63,0.062,1.56,0.14,
870,uw61682327,2020-10-12T21:06:30.820000Z,46.175,-119.267,explosion,-0.25,1.45,ml,0.107,31.61,0.71,US,BH,HAWA,00,46.3925,-119.533,364.0,"bucket2$370,:3,:15001",100,2020-10-12T21:05:40.820000Z,6119.0,5599.0,0.06,0.06,positive,impulsive,impulsive,6.437|7.707|1.112,2020.0,px,1.45,0.107402669095,1.17,0.402151736472,
871,uw60991927,2015-04-24T20:01:18.080000Z,43.519,-122.92,explosion,-0.433,1.22,ml,0.037,31.61,0.46,TA,BH,I04A,--,43.7941,-122.411,731.0,"bucket2$371,:3,:15001",100,2015-04-24T20:00:28.080000Z,6740.0,6009.0,0.06,0.06,undecidable,impulsive,impulsive,-0.34|2.398|0.699,2015.0,px,1.22,0.037,1.15,0.016,
872,uw61503837,2018-11-11T22:15:35.420000Z,49.317,-120.659,explosion,-0.86,1.84,ml,0.097,3.95,2.35,UW,BH,OMAK,--,48.3584,-119.333,687.1,"bucket2$372,:3,:15001",100,2018-11-11T22:14:45.420000Z,9173.0,7316.0,0.15,0.3,undecidable,emergent,emergent,9.047|2.112|8.362,2018.0,px,1.84,0.0965186139743,1.81,0.0462159250394,
873,uw10688198,2006-02-07T21:25:30.690000Z,46.188,-119.464,explosion,-0.453,2.0,md,0.04,0.13,0.122,US,BH,HAWA,--,46.3925,-119.533,364.0,"bucket2$373,:3,:15001",100,2006-02-07T21:24:40.690000Z,5816.0,5461.0,0.1,0.03,positive,,,19.04|10.011|5.275,2006.0,px,,,2.0,0.04,
874,uw61866881,2022-07-29T16:54:56.660000Z,49.272,-120.413,explosion,-0.49,1.58,ml,0.079,31.61,1.11,UW,HH,TWISP,--,48.4611,-120.12,756.2,"bucket2$374,:3,:15001",100,2022-07-29T16:54:06.660000Z,7770.0,6570.0,0.3,0.3,undecidable,emergent,emergent,5.918|3.809|1.239,2022.0,px,1.58,0.0794524561659,1.11,0.0,
875,uw60801181,2014-06-03T18:14:27.200000Z,43.917,-123.724,explosion,-0.252,1.74,ml,0.062,31.61,0.37,TA,BH,I02D,--,44.1059,-123.847,109.0,"bucket2$375,:3,:15001",100,2014-06-03T18:13:37.200000Z,6043.0,5525.0,0.15,0.03,negative,emergent,impulsive,11.159|-1.207|1.086,2014.0,px,1.74,0.062,1.54,0.609,
876,uw60671162,2014-01-15T21:19:42.200000Z,47.499,-122.668,explosion,-0.222,0.87,ml,0.133,31.61,0.75,TA,BH,D03D,--,47.5347,-123.089,262.0,"bucket2$376,:3,:15001",100,2014-01-15T21:18:52.200000Z,6020.0,5598.0,0.15,0.15,undecidable,emergent,emergent,-7.563|-6.798|-4.37,2014.0,px,0.87,0.133,0.62,0.011,
877,uw60493952,2013-01-17T21:27:15.330000Z,44.654,-121.129,explosion,-1.474,1.61,ml,0.085,31.61,1.2,TA,BH,G05D,--,45.2422,-121.317,592.0,"bucket2$377,:3,:15001",100,2013-01-17T21:26:25.330000Z,7281.0,6272.0,0.15,0.15,undecidable,emergent,emergent,2.802|0.933|4.125,2013.0,px,1.61,0.085,1.62,0.205,
878,uw10805703,2010-10-04T17:17:16.880000Z,43.371,-123.168,explosion,-0.5,1.27,ml,0.098,31.61,0.9,UO,BH,DBO,--,43.1187,-123.244,957.0,"bucket2$378,:3,:15001",100,2010-10-04T17:16:26.880000Z,6167.0,5643.0,0.06,0.02,positive,,,4.375|-2.641|-0.186,2010.0,px,1.27,0.098,0.95,0.159,
879,uw61179417,2016-08-15T19:41:52.760000Z,45.474,-124.013,explosion,-0.25,1.69,ml,0.092,4.0,4.93,UW,HH,FISH,--,45.9306,-123.559,327.0,"bucket2$379,:3,:15001",100,2016-08-15T19:41:02.760000Z,6939.0,5990.0,0.06,0.06,undecidable,impulsive,impulsive,-4.002|-3.593|-2.669,2016.0,px,1.69,0.092,1.49,0.176,
